PM2.5,PM10,NO2,SO2,CO,O3,no,nh3,aqi_value
2.16,3.23,9.68,4.05,257.02,97.27,0.79,2.96,56
2.66,3.64,8.65,4.05,253.68,107.29,0.71,2.49,51
3.28,4.23,8.23,3.93,253.68,118.73,0.69,2.12,69
3.93,4.9,8.31,3.99,257.02,127.32,0.7,1.96,144
4.44,5.41,8.65,4.17,260.35,133.04,0.71,1.84,101
4.57,5.55,9.08,4.05,260.35,134.47,0.71,1.75,126
4.35,5.33,10.2,3.87,263.69,134.47,0.73,1.66,129
4.04,5.19,13.54,4.23,273.7,127.32,0.9,1.69,110
3.83,5.32,17.99,4.77,287.06,117.3,1.17,1.2,74
3.68,5.46,21.08,5.01,297.07,108.72,1.33,0.22,74
3.37,5.25,20.39,4.89,297.07,103.0,1.31,0.0,83
3.01,4.87,19.71,4.71,293.73,98.71,1.28,0.0,93
2.64,4.33,18.51,4.59,290.39,94.41,1.16,0.0,57
2.14,3.5,16.11,4.59,277.04,94.41,0.93,0.0,78
1.83,2.99,14.22,4.47,270.37,92.98,0.82,0.0,65
1.64,2.73,13.02,4.35,263.69,91.55,0.74,0.0,93
1.58,2.65,12.68,4.41,260.35,90.12,0.72,0.0,51
1.59,2.71,13.02,4.71,260.35,88.69,0.74,0.0,69
1.6,2.79,13.71,5.01,260.35,89.41,0.78,0.0,70
1.62,2.9,14.57,5.19,267.03,90.84,0.84,0.0,73
1.85,3.44,18.85,5.36,283.72,87.26,1.14,0.44,80
1.99,3.74,20.39,5.36,297.07,85.12,1.31,2.51,83
1.9,3.42,16.45,4.65,287.06,90.12,1.16,3.55,66
1.94,3.39,14.05,4.59,280.38,97.27,1.08,3.63,83
2.18,3.52,12.0,4.59,273.7,107.29,0.97,3.16,88
2.8,4.05,10.8,4.71,270.37,118.73,0.91,2.71,62
3.63,4.82,9.94,4.53,270.37,128.75,0.86,2.32,115
4.34,5.49,9.68,4.53,270.37,135.9,0.85,2.07,101
5.28,6.51,10.8,5.01,273.7,140.19,0.93,2.15,130
6.55,8.07,14.05,5.9,287.06,141.62,1.12,2.54,101
6.91,8.66,18.16,6.56,297.07,138.76,1.3,2.85,145
7.14,9.67,29.13,8.23,337.12,124.45,1.87,3.24,137
7.5,11.22,40.44,9.18,377.18,105.86,2.5,2.35,82
7.56,11.97,45.93,9.06,400.54,90.12,2.85,0.42,54
6.99,11.5,43.18,8.11,393.87,82.97,2.75,0.0,66
6.31,10.48,40.1,7.15,380.52,77.25,2.53,0.0,71
5.5,9.02,35.64,6.56,360.49,72.96,2.22,0.0,42
4.32,6.89,28.79,6.32,327.11,72.96,1.69,0.0,26
3.44,5.37,23.65,6.02,300.41,72.96,1.38,0.0,11
2.81,4.45,19.88,5.6,283.72,72.96,1.17,0.0,30
2.47,3.89,17.48,5.3,273.7,72.96,1.04,0.0,31
2.85,4.14,16.28,5.36,267.03,73.67,0.98,0.0,6
4.13,5.35,15.59,5.42,267.03,75.82,0.97,0.0,42
5.92,7.13,15.77,5.36,270.37,77.96,1.01,0.0,27
7.26,8.83,20.56,5.6,293.73,74.39,1.33,0.42,35
6.89,8.75,23.65,5.9,310.42,71.53,1.58,2.57,28
5.33,7.04,21.42,5.42,303.75,74.39,1.46,3.58,10
4.32,6.06,20.22,5.66,297.07,77.25,1.41,3.63,2
3.83,5.55,19.19,6.02,290.39,80.82,1.33,3.24,65
3.89,5.62,19.02,6.5,287.06,86.55,1.3,2.88,83
4.37,6.19,19.36,6.68,290.39,92.98,1.31,2.49,71
5.13,7.05,20.05,6.97,293.73,100.14,1.38,2.26,89
6.21,8.29,21.93,7.87,303.75,107.29,1.54,2.57,94
7.32,9.81,28.45,9.3,320.43,105.86,1.85,2.6,94
8.03,10.95,37.01,10.49,347.14,97.27,2.22,2.54,84
9.47,13.5,55.52,12.76,410.56,76.53,3.17,3.63,86
12.25,18.27,78.83,14.78,507.35,49.35,4.5,5.09,70
14.05,21.69,93.22,14.31,580.79,25.39,5.13,2.1,58
19.43,30.46,100.08,9.3,794.41,1.59,5.38,23.25,115
29.3,44.78,91.85,6.56,1121.52,0.0,5.26,76.89,180
39.66,58.41,87.74,6.68,1415.25,0.0,5.13,128.75,174
44.71,63.75,84.31,7.99,1535.42,0.0,4.5,155.57,154
43.58,61.41,74.03,7.27,1468.66,0.0,2.53,157.36,194
32.56,47.73,61.69,6.2,1134.87,0.0,1.42,108.18,180
19.05,30.04,49.35,5.42,727.65,0.0,0.99,49.17,84
12.38,20.27,39.76,4.83,520.71,0.02,0.82,23.92,63
8.51,14.07,35.64,5.25,407.22,0.32,0.78,11.62,7
6.23,10.54,34.96,5.9,357.15,1.68,0.86,5.31,6
6.35,11.31,38.04,6.68,400.54,1.48,1.52,11.96,11
6.73,12.51,42.5,8.23,460.62,5.1,2.25,21.68,69
5.12,9.76,42.5,10.25,403.88,14.31,2.12,14.53,60
5.3,10.07,39.76,10.85,410.56,18.24,2.25,16.99,23
5.71,10.6,38.04,11.44,413.89,21.99,2.28,18.1,9
6.22,10.95,37.7,12.52,403.88,28.25,2.25,17.66,26
6.72,11.13,37.01,13.11,380.52,38.98,2.18,14.19,48
7.29,11.04,34.27,12.99,350.48,54.36,2.01,9.5,50
7.33,10.12,26.05,11.21,317.1,77.96,1.63,6.43,2
7.36,10.08,27.76,11.68,333.79,83.68,1.74,5.87,58
6.72,9.69,31.53,11.92,357.15,80.11,1.85,6.31,57
7.79,12.59,48.67,11.44,460.62,54.36,2.5,11.62,88
10.68,18.37,69.92,11.09,614.17,22.89,3.13,19.45,75
12.98,22.85,79.51,10.73,707.63,3.49,3.51,25.93,84
13.86,24.61,71.97,10.37,734.33,0.01,3.55,32.19,89
14.24,24.99,63.06,9.78,720.98,0.0,3.23,34.87,58
14.05,23.93,56.89,9.06,694.27,0.0,2.66,36.21,97
11.73,18.81,51.41,8.58,607.49,0.0,1.73,28.61,88
9.51,14.41,46.61,8.58,520.71,0.02,1.22,20.34,60
8.13,12.21,44.55,8.82,453.95,0.13,1.04,12.96,79
6.93,10.53,42.16,9.42,407.22,0.68,0.97,6.65,86
5.92,9.19,37.36,9.18,377.18,1.59,0.93,4.3,46
5.27,8.36,34.27,9.06,357.15,2.77,0.92,3.13,32
5.06,8.44,33.93,8.7,350.48,3.93,1.03,2.74,18
6.05,10.69,38.04,9.42,403.88,1.5,1.71,9.28,12
7.54,13.71,40.44,10.73,487.33,1.56,2.53,25.03,51
8.08,15.21,41.47,12.16,527.38,3.62,2.94,34.42,95
7.91,15.39,39.41,13.71,514.03,6.71,2.91,34.42,33
7.71,14.95,39.41,15.5,487.33,10.55,2.79,30.4,14
7.76,14.94,43.53,18.36,467.3,13.59,2.72,25.93,95
7.88,15.06,45.93,18.84,447.27,16.81,2.63,21.46,70
7.66,14.26,47.3,17.88,420.57,22.71,2.47,14.98,92
8.04,13.03,46.61,16.45,390.53,32.19,2.06,9.5,64
8.43,12.37,50.72,16.21,387.19,31.11,1.93,6.59,94
7.71,11.33,52.78,15.14,390.53,23.25,1.85,5.14,86
7.51,11.37,57.58,15.97,427.25,8.67,2.06,7.93,78
8.84,13.47,58.95,18.12,507.35,1.22,2.47,19.67,86
10.44,15.82,56.21,19.31,574.11,0.1,2.72,30.4,99
12.42,18.9,53.47,17.4,647.54,0.0,3.07,42.47,90
15.12,22.74,50.72,15.26,741.0,0.0,3.36,58.11,64
17.2,25.13,48.67,15.26,794.41,0.0,3.23,69.74,54
17.85,25.57,46.61,15.02,794.41,0.0,2.63,73.31,72
16.6,23.79,42.16,13.23,741.0,0.0,1.85,67.06,80
14.49,21.13,37.36,11.09,660.9,0.0,1.39,56.77,83
12.26,17.9,33.59,9.78,594.14,0.0,1.14,46.94,92
10.45,15.16,31.53,9.18,540.73,0.0,0.99,38.0,80
8.98,13.0,29.82,8.58,487.33,0.0,0.91,29.95,33
7.57,11.03,29.13,9.42,433.92,0.0,1.01,22.8,25
7.8,11.63,29.13,10.85,460.62,0.09,1.63,28.16,6
9.21,13.77,29.82,13.35,540.73,0.45,2.47,43.36,8
10.44,15.61,31.53,16.21,600.81,1.12,3.01,54.54,60
11.34,17.36,33.59,17.88,634.19,2.24,3.17,59.01,76
12.44,19.4,37.7,19.79,634.19,4.07,3.04,57.22,90
13.8,19.85,47.98,24.32,540.73,10.82,2.47,37.55,90
14.53,20.35,51.41,23.84,487.33,20.03,1.99,24.81,89
14.13,19.13,47.3,21.22,440.6,35.05,1.65,14.98,90
13.3,17.42,42.84,19.31,400.54,47.21,1.5,9.05,65
11.4,15.16,41.47,18.12,383.85,49.35,1.6,6.65,100
8.57,12.27,41.47,16.45,373.84,41.48,1.77,5.53,67
7.5,11.55,49.35,15.14,407.22,22.89,1.96,5.7,54
8.05,12.49,56.21,14.54,460.62,6.79,2.12,8.27,75
8.56,13.17,53.47,13.83,494.0,0.78,2.22,12.74,82
8.29,12.57,47.98,12.87,494.0,0.06,2.03,16.32,100
7.4,11.16,43.53,10.85,473.98,0.04,1.77,16.99,94
6.58,9.64,39.76,9.3,440.6,0.04,1.44,15.87,48
5.61,7.99,34.62,7.45,397.21,0.04,1.06,13.41,36
5.24,7.27,29.82,6.62,373.84,0.03,0.89,13.19,5
5.57,7.48,27.08,6.79,367.16,0.01,0.91,14.53,39
6.4,8.5,26.05,6.38,373.84,0.0,0.96,17.43,38
7.5,10.0,24.33,6.02,390.53,0.0,0.99,22.35,13
8.82,11.72,22.62,6.26,420.57,0.0,1.11,29.06,44
10.7,14.17,21.42,6.85,467.3,0.0,1.35,39.79,57
13.71,18.41,21.93,7.87,580.79,0.07,2.31,59.01,92
14.73,20.1,23.99,10.13,654.22,0.45,3.07,72.42,81
13.1,18.12,26.05,14.42,607.49,0.96,3.01,65.27,69
11.43,16.07,27.76,15.5,554.08,2.21,2.5,56.33,100
8.88,12.55,33.93,15.14,460.62,5.9,1.96,37.55,19
5.49,7.36,31.87,10.37,330.45,28.25,1.14,11.51,40
5.17,6.77,27.08,8.58,310.42,44.7,1.04,7.26,39
6.42,7.97,23.65,7.99,310.42,63.66,1.04,5.53,18
9.32,11.52,31.19,9.78,367.16,62.23,1.52,7.04,10
8.6,10.92,36.67,10.49,393.87,42.92,1.65,7.49,3
5.76,7.91,34.62,8.82,370.5,28.97,1.39,4.86,25
5.37,8.09,35.99,6.74,387.19,20.74,1.41,4.47,45
6.6,10.35,40.1,5.78,440.6,10.55,1.69,7.38,86
7.91,12.33,43.53,5.54,480.65,2.48,1.92,9.72,75
9.26,14.11,43.18,5.42,514.03,0.23,2.01,14.19,91
10.62,16.14,42.5,5.01,560.76,0.04,2.03,21.23,53
11.52,17.18,41.81,4.83,594.14,0.0,1.82,27.49,98
11.02,16.05,40.44,4.59,554.08,0.0,1.16,24.81,66
11.57,16.09,38.73,4.83,494.0,0.02,0.78,17.66,86
12.32,16.18,38.39,5.54,433.92,0.33,0.64,8.94,88
11.32,14.45,37.01,7.09,373.84,3.62,0.61,1.93,94
10.86,13.79,34.27,7.33,353.81,4.92,0.59,1.36,80
11.02,13.61,33.59,7.75,347.14,4.47,0.62,1.62,86
11.83,14.38,35.3,8.7,357.15,2.55,0.74,3.05,56
13.64,17.14,36.33,10.49,407.22,3.31,1.3,11.96,88
15.99,20.44,37.01,13.59,473.98,9.92,1.98,24.59,89
19.6,24.56,46.61,19.31,514.03,17.7,2.34,27.72,90
25.07,30.67,58.26,24.08,560.76,24.32,2.56,29.06,191
27.74,33.06,61.69,25.27,540.73,35.76,2.37,21.68,161
20.64,24.59,51.41,21.7,467.3,49.35,2.18,8.94,130
12.44,15.61,38.04,16.93,410.56,53.64,2.15,4.81,99
9.07,12.35,32.9,13.71,377.18,50.07,1.88,3.55,18
8.63,11.64,31.87,12.04,367.16,45.06,1.58,2.1,3
9.34,11.58,32.9,10.97,377.18,39.34,1.44,1.42,20
10.08,11.78,36.33,9.66,390.53,35.05,1.3,0.81,98
10.18,11.42,38.04,8.34,387.19,32.9,1.14,0.45,82
10.15,11.22,35.64,7.45,363.83,37.91,0.93,0.13,64
9.8,10.8,32.22,7.51,353.81,47.21,0.74,0.01,38
10.03,11.19,27.76,6.56,350.48,50.07,0.7,0.0,83
10.35,11.69,22.28,5.42,343.8,50.07,0.66,0.0,97
8.12,9.27,16.28,5.01,310.42,50.07,0.44,0.0,30
7.46,8.13,11.82,3.7,287.06,52.21,0.25,0.0,10
6.54,7.04,11.82,3.04,287.06,58.65,0.32,0.0,4
5.1,5.6,10.97,2.86,277.04,67.95,0.35,0.0,28
3.92,4.51,10.8,2.92,267.03,70.1,0.4,0.0,1
3.97,4.78,13.19,3.43,270.37,61.51,0.46,0.0,32
4.32,5.4,16.79,4.05,280.38,50.78,0.51,0.0,25
4.69,6.12,22.28,5.01,297.07,39.34,0.66,0.02,7
5.5,7.65,30.85,6.5,340.46,25.75,1.25,2.79,28
6.22,9.07,31.19,8.7,383.85,25.39,1.9,12.29,47
6.42,9.54,29.82,11.32,387.19,32.19,2.18,15.87,8
6.45,9.48,28.45,11.56,370.5,40.41,2.09,13.75,25
6.54,9.02,23.65,10.25,330.45,57.22,1.63,7.93,33
4.92,6.03,10.62,5.36,257.02,94.41,0.78,1.98,67
3.46,4.11,6.34,3.49,233.65,97.27,0.59,1.05,85
3.41,3.97,5.27,3.1,230.31,95.84,0.51,0.8,57
3.83,4.36,4.93,3.04,230.31,95.84,0.47,0.81,82
3.98,4.53,5.74,3.01,233.65,94.41,0.5,1.06,70
3.15,3.71,7.11,2.77,240.33,88.69,0.55,1.38,80
2.63,3.46,12.68,3.52,260.35,75.82,0.89,2.37,27
2.43,3.66,17.99,3.87,273.7,60.08,1.2,2.24,35
2.31,3.83,21.76,3.93,280.38,46.49,1.44,0.61,34
2.46,4.03,21.42,4.05,280.38,43.99,1.52,0.01,36
2.5,3.97,19.02,3.81,277.04,45.42,1.44,0.01,35
2.33,3.61,16.62,3.7,267.03,44.7,1.25,0.01,1
2.22,3.25,14.74,3.87,257.02,44.7,1.03,0.01,7
2.27,3.28,14.39,4.17,250.34,42.92,0.98,0.01,50
2.29,3.35,14.05,4.29,247.0,40.41,0.97,0.01,27
2.24,3.35,13.88,4.29,243.66,37.91,0.96,0.01,15
2.22,3.37,14.05,4.41,243.66,35.05,0.98,0.02,44
2.23,3.43,14.91,4.59,247.0,31.47,0.99,0.04,22
2.24,3.5,16.11,4.77,250.34,27.54,1.01,0.09,17
2.54,4.11,19.02,5.19,270.37,21.99,1.31,2.29,44
2.72,4.5,16.79,5.6,290.39,23.96,1.55,7.71,28
2.17,3.49,13.19,4.47,273.7,36.84,1.22,6.2,35
2.09,3.22,11.14,4.11,263.69,54.36,1.06,4.75,46
2.42,3.44,9.51,3.99,257.02,72.24,0.94,3.52,43
2.73,3.62,8.65,3.87,250.34,90.84,0.85,2.54,98
3.08,3.96,8.31,3.81,247.0,104.43,0.82,2.24,79
3.53,4.43,8.74,3.93,250.34,110.15,0.86,2.18,64
3.67,4.59,9.17,3.99,250.34,111.58,0.85,2.1,98
3.84,4.85,10.97,4.35,253.68,110.15,0.93,2.32,85
3.88,4.96,14.22,4.83,263.69,105.86,1.04,2.6,61
6.98,9.97,53.47,6.68,453.95,60.8,3.07,14.98,65
13.95,20.6,91.85,7.75,761.03,16.27,6.02,42.02,93
21.99,32.44,101.45,8.34,988.01,1.5,7.66,67.06,146
28.51,41.41,97.33,8.7,1068.12,0.0,6.97,72.42,200
28.61,41.31,89.11,8.11,1014.71,0.0,6.71,66.16,178
22.96,33.22,82.25,8.23,867.84,0.0,5.95,54.09,118
14.52,20.45,72.66,8.23,620.84,0.03,3.36,23.92,95
11.75,15.5,63.06,8.94,507.35,0.33,2.22,10.28,60
11.64,14.69,61.01,11.8,473.98,0.91,1.98,5.64,57
12.37,15.19,62.38,15.97,467.3,0.72,1.88,5.87,99
12.85,15.29,60.32,17.17,460.62,0.78,1.52,6.26,97
11.9,13.85,53.47,15.26,420.57,2.55,1.19,3.91,69
10.44,12.11,43.87,13.71,373.84,11.8,1.17,0.89,99
10.4,12.59,45.93,14.19,397.21,18.95,1.65,0.61,67
10.53,13.33,52.09,14.42,440.6,20.56,2.09,2.12,80
9.4,12.31,48.67,13.95,423.91,31.11,2.12,3.49,51
8.57,11.55,44.55,14.31,403.88,37.55,2.09,4.25,88
8.29,11.14,41.13,14.78,383.85,40.77,1.95,5.59,93
8.3,10.97,33.93,14.54,357.15,49.35,1.84,8.27,6
9.37,12.29,38.73,16.93,363.83,50.07,2.06,8.49,37
12.01,15.14,49.35,20.5,390.53,50.07,2.28,8.83,64
11.19,13.86,56.89,17.64,377.18,50.07,2.06,3.27,63
8.48,10.61,47.3,13.23,357.15,55.07,1.66,2.01,95
6.76,8.39,36.67,9.89,333.79,65.8,1.49,1.2,29
9.99,13.11,63.06,11.32,467.3,43.27,2.91,5.98,81
18.87,25.93,98.71,14.42,720.98,15.74,4.62,21.23,56
29.21,40.63,113.79,15.02,867.84,3.17,4.12,28.16,185
33.05,46.94,109.67,12.52,834.47,0.07,3.1,21.68,154
29.88,43.36,91.85,9.54,754.36,0.2,2.66,16.09,156
25.63,37.7,76.09,8.46,687.6,0.37,2.37,12.96,200
20.64,30.72,63.75,8.23,594.14,2.44,1.84,5.53,144
17.55,26.34,52.78,7.75,507.35,8.85,1.38,1.27,73
16.52,24.67,46.61,7.51,460.62,13.23,1.25,0.56,58
18.14,26.58,47.98,7.51,487.33,4.65,1.82,3.8,76
21.79,30.9,48.67,10.25,567.44,0.13,3.45,16.76,135
25.96,35.74,50.72,14.66,667.57,0.0,5.45,34.87,187
29.52,40.42,53.47,18.12,781.06,0.0,7.66,57.22,164
36.6,52.86,52.09,18.12,1054.76,0.43,11.27,111.76,175
44.55,66.98,47.98,14.78,1428.6,1.29,10.77,184.18,199
30.01,42.66,63.75,24.08,747.68,14.31,3.74,56.33,186
36.03,48.43,67.86,25.27,680.92,40.77,3.23,33.08,194
41.15,53.26,60.32,25.27,607.49,88.69,2.66,17.21,168
30.84,40.07,44.55,20.5,480.65,108.72,2.44,5.81,192
20.47,27.17,32.9,15.74,400.54,103.0,2.28,5.25,113
17.53,22.58,26.39,13.11,367.16,110.15,1.93,5.36,56
20.42,25.44,24.33,11.8,367.16,114.44,1.65,4.41,138
18.94,23.65,25.36,10.61,367.16,98.71,1.5,3.24,64
14.71,18.26,27.76,9.3,370.5,76.53,1.38,1.96,83
11.08,13.77,31.53,8.82,390.53,61.51,1.23,0.57,91
9.37,12.22,34.62,8.7,417.23,53.64,1.35,0.27,36
10.1,13.15,35.64,8.58,427.25,51.5,1.47,0.04,91
12.63,16.34,36.33,8.82,440.6,52.93,1.6,0.0,67
16.37,21.28,38.73,9.66,453.95,50.07,1.71,0.0,72
19.96,26.41,41.13,10.97,460.62,46.49,1.66,0.0,64
21.94,29.81,41.13,11.56,453.95,44.7,1.41,0.0,139
22.78,31.75,38.04,11.09,433.92,43.99,1.11,0.0,120
23.25,32.81,37.01,10.25,427.25,38.98,0.97,0.0,128
23.28,32.88,39.07,9.18,427.25,28.25,0.9,0.03,115
23.37,33.08,42.16,8.7,440.6,17.17,0.96,0.19,145
24.0,33.63,45.93,9.3,460.62,7.6,1.11,0.96,109
24.93,34.71,47.98,10.37,494.0,1.34,1.35,4.75,122
27.19,38.39,47.98,12.28,567.44,0.64,2.01,19.22,154
31.52,44.52,51.41,16.45,660.9,2.21,2.63,38.89,183
37.1,49.63,61.01,23.37,660.9,9.66,2.5,39.79,199
40.33,51.9,66.49,23.37,667.57,28.61,2.5,33.97,161
46.91,57.33,66.49,21.7,634.19,87.98,2.25,17.21,181
59.3,68.46,47.3,19.07,594.14,183.11,2.15,6.48,231
72.49,81.08,30.16,17.88,580.79,263.21,2.22,2.65,249
71.9,79.58,21.25,15.5,527.38,300.41,2.12,1.49,239
76.05,83.92,26.05,12.04,560.76,291.82,2.18,1.87,226
79.24,87.04,34.96,9.89,627.52,254.63,2.44,2.71,220
52.78,58.86,39.76,8.23,594.14,175.95,2.53,3.97,218
29.02,34.42,47.98,7.03,567.44,97.27,2.75,6.31,152
23.55,29.64,62.38,6.2,627.52,47.92,2.75,7.38,122
25.49,32.25,78.14,5.6,687.6,13.95,2.47,4.53,165
28.45,35.7,82.25,5.42,694.27,3.67,2.22,3.52,167
29.87,37.07,85.0,5.36,660.9,4.87,2.06,2.68,153
26.55,32.8,73.34,5.36,567.44,18.42,1.88,0.37,171
20.68,24.93,43.53,5.78,423.91,41.48,1.52,0.0,128
17.72,21.0,31.87,5.78,367.16,42.2,1.22,0.0,51
15.67,18.61,28.79,5.48,347.14,34.69,0.97,0.0,84
13.79,16.59,27.08,5.19,333.79,26.82,0.78,0.02,71
12.72,15.53,26.73,5.07,323.77,19.13,0.65,0.1,92
12.63,15.58,27.76,5.13,327.11,12.16,0.57,0.34,68
13.08,16.24,29.82,5.3,337.12,5.41,0.61,1.37,60
13.64,17.35,28.45,5.54,373.84,3.84,1.03,9.16,66
13.65,17.79,26.39,6.02,420.57,11.8,1.5,18.33,59
9.74,12.43,21.93,7.27,347.14,45.78,1.42,7.82,3
9.49,11.71,18.85,7.57,337.12,78.68,1.36,4.75,2
11.34,13.42,15.42,7.75,327.11,114.44,1.25,2.88,52
13.34,15.3,12.51,7.33,317.1,141.62,1.03,1.84,130
14.67,16.52,12.17,7.27,313.76,157.36,0.9,1.59,107
15.79,17.61,12.68,7.33,317.1,168.8,0.85,1.51,142
21.24,23.87,23.65,8.58,377.18,175.95,1.49,2.71,106
24.35,27.55,32.56,8.23,433.92,158.79,1.95,3.86,105
23.94,27.4,40.78,7.27,487.33,123.02,2.22,5.2,118
21.74,25.32,50.04,6.85,520.71,87.98,2.34,5.42,127
19.0,22.47,61.01,7.27,520.71,64.37,2.56,2.96,71
14.82,18.02,61.69,6.74,480.65,45.06,2.47,0.41,61
11.87,14.9,46.61,5.3,420.57,40.41,1.99,0.0,100
11.03,13.71,31.53,4.53,367.16,43.99,1.38,0.0,56
10.04,11.69,18.85,3.73,313.76,51.5,0.75,0.0,79
8.42,9.16,11.14,3.19,283.72,55.07,0.4,0.0,39
5.44,6.02,10.54,3.1,277.04,42.2,0.44,0.0,50
3.97,4.51,9.85,3.04,273.7,36.48,0.45,0.01,32
3.62,4.11,8.83,2.83,267.03,43.27,0.42,0.0,4
3.08,3.57,8.4,2.89,250.34,52.93,0.45,0.0,21
2.41,2.9,8.4,2.92,236.99,56.51,0.48,0.0,42
1.95,2.48,8.91,2.95,230.31,57.22,0.55,0.0,42
1.91,2.69,12.68,3.28,243.66,51.5,0.79,0.13,37
2.09,3.08,16.11,3.64,260.35,45.06,1.01,1.08,42
2.17,3.24,15.77,4.05,267.03,45.06,1.09,2.43,24
2.22,3.27,13.02,4.23,260.35,52.21,1.04,2.93,7
2.43,3.39,10.97,4.23,250.34,64.37,0.94,2.82,17
2.74,3.61,9.85,4.29,243.66,77.96,0.87,2.51,47
2.83,3.66,9.6,4.41,243.66,90.84,0.82,2.24,75
3.01,3.81,9.68,4.71,240.33,101.57,0.79,2.07,61
3.46,4.25,9.25,4.77,240.33,111.58,0.78,2.15,64
3.77,4.6,10.54,4.95,243.66,114.44,0.84,2.15,99
3.6,4.47,13.02,4.95,250.34,111.58,0.94,2.24,66
4.26,5.94,27.08,6.08,310.42,88.69,1.79,3.97,97
5.42,8.46,43.87,6.97,383.85,56.51,2.79,4.08,91
6.43,10.52,54.15,7.33,427.25,31.83,3.36,1.16,77
7.23,11.95,54.84,7.75,447.27,24.32,3.61,0.15,91
7.88,13.02,56.21,8.7,460.62,21.1,3.8,0.25,88
8.26,13.63,60.32,10.37,460.62,16.27,3.86,0.44,82
9.31,15.38,70.6,11.44,507.35,5.81,3.99,2.85,60
11.25,18.73,74.71,10.97,560.76,0.48,3.99,9.39,85
13.4,22.0,73.34,11.56,587.46,0.11,3.99,14.75,52
15.74,25.25,71.97,12.99,614.17,0.03,4.05,19.45,60
18.94,29.19,72.66,12.87,620.84,0.06,2.98,18.33,70
20.58,30.68,71.29,13.11,554.08,1.16,1.99,9.05,115
16.87,24.66,55.52,16.45,417.23,16.99,1.87,0.45,70
12.87,19.27,52.09,17.17,393.87,15.38,2.34,2.01,86
10.26,16.18,52.78,17.88,413.89,11.27,2.91,10.51,86
6.44,10.83,43.87,13.47,363.83,24.32,2.37,10.51,69
4.84,8.52,35.3,11.44,327.11,34.69,2.15,7.26,35
5.77,9.18,31.19,11.56,320.43,42.56,2.01,6.93,4
7.44,9.93,28.1,10.25,303.75,56.51,1.44,3.74,36
8.47,10.68,26.39,10.25,300.41,68.66,1.36,2.29,10
9.51,11.93,24.68,10.37,303.75,81.54,1.44,1.9,52
9.9,12.82,24.33,10.97,307.08,90.84,1.58,2.29,70
9.22,12.67,25.7,11.56,310.42,90.84,1.76,2.91,96
7.66,11.16,27.08,11.21,313.76,82.25,1.85,3.52,58
7.58,12.15,40.1,13.71,370.5,60.8,2.75,5.59,76
8.69,15.2,57.58,15.97,447.27,33.26,3.89,5.87,98
9.17,16.98,66.49,15.14,494.0,12.87,4.31,3.46,58
9.64,18.39,65.8,14.07,514.03,4.07,4.18,4.25,79
10.77,20.43,63.06,13.35,547.41,0.84,4.02,10.06,69
11.85,22.09,61.01,13.47,574.11,0.13,3.64,16.32,87
11.88,21.9,56.89,13.11,554.08,0.09,2.79,16.99,90
11.7,21.39,52.09,11.92,520.71,0.1,2.22,15.65,72
11.73,21.42,47.3,10.97,494.0,0.1,2.06,14.98,85
12.24,22.21,44.55,10.49,494.0,0.04,2.15,17.66,72
13.1,23.63,44.55,10.49,507.35,0.01,2.41,23.02,99
13.83,24.91,45.93,10.85,520.71,0.0,2.72,28.39,51
14.34,25.95,47.3,10.49,540.73,0.01,3.04,34.87,69
16.86,30.06,49.35,10.01,667.57,0.6,4.31,58.11,62
18.24,32.12,53.47,12.99,781.06,3.49,5.64,78.68,79
9.85,17.87,56.89,23.13,487.33,14.13,4.24,30.85,87
8.39,15.25,55.52,23.6,460.62,20.74,4.37,27.05,87
8.79,15.56,55.52,25.27,440.6,30.04,4.24,23.92,67
7.89,13.66,45.93,20.98,387.19,50.07,3.2,14.31,62
9.2,14.72,36.67,17.17,353.81,72.24,2.31,8.49,1
9.12,14.32,30.16,14.31,327.11,87.26,1.96,5.25,87
7.49,11.75,25.7,12.87,307.08,90.84,1.92,4.36,93
6.64,10.26,24.68,12.52,303.75,89.41,1.92,4.86,52
5.44,8.77,25.02,11.56,307.08,82.25,1.88,5.76,87
5.68,10.04,35.99,12.99,367.16,65.8,2.72,9.61,44
7.04,13.52,54.15,14.66,460.62,42.2,4.02,11.73,87
8.06,16.11,71.29,14.9,514.03,16.63,4.94,7.04,95
10.8,21.03,78.14,13.59,620.84,1.11,6.21,14.31,79
15.96,29.78,75.4,11.56,794.41,0.0,7.73,39.34,60
19.34,35.35,74.03,10.97,907.9,0.0,7.09,57.22,125
17.55,32.83,69.23,10.97,841.14,0.0,5.07,50.51,91
12.62,25.08,59.63,10.25,647.54,0.03,3.01,27.49,65
9.15,19.01,52.78,9.54,494.0,1.25,1.96,9.39,91
7.67,15.94,45.93,9.3,417.23,7.42,1.6,1.72,79
7.7,15.47,42.84,9.42,397.21,12.7,1.65,0.73,72
8.16,16.18,43.87,10.01,397.21,13.77,1.8,0.67,99
9.09,18.03,50.04,10.73,420.57,8.76,2.09,1.72,93
11.64,22.68,57.58,11.8,527.38,3.76,3.04,15.2,61
13.14,25.78,58.26,15.14,607.49,11.62,3.83,32.19,57
8.76,19.88,42.84,17.4,427.25,38.27,2.91,16.99,62
7.56,18.52,33.59,14.78,367.16,57.22,2.5,13.08,47
7.15,17.74,25.7,12.87,323.77,75.82,2.06,9.16,7
5.74,15.11,19.02,9.54,277.04,85.12,1.39,4.25,57
